---- PEOPLE ----
('Xfhfagyklvfzs', 'An', 'CT', 'Rochester'),
(793, 'Hcuwkl'),
(970, 'Svipqjvrjlf'),
(310, 'Cgnu'),
(425, 'Ejbkebivuxbr'),
(478, 'Cwh'),
(160, 'Keksa'),
(125, 'Ui'),
(793, 'Sseuqubuhiya'),
(998, 'Xfwshi'),
(695, 'Ud'),
(186, 'Zrfli'),
(656, 'Smljhjfjp'),
(733, 'Koywbd'),
(77, 'Qtyqfobmok'),
(699, 'Sqgs'),
(541, 'Vgibd'),
(148, 'Icqrzxzynimzz'),
(574, 'Mssxcewo'),
(325, 'Dpnbfxaqffy'),
(774, 'Np'),
(965, 'Pyyvlxwknga'),
(407, 'Fslwbiqw'),
(641, 'Boqoza'),
(43, 'Evsqgogvdwo'),
(601, 'Yt'),
(375, 'Ynckifcs'),
(542, 'Rdfan'),
(113, 'Cemuwmldhosm'),
(797, 'Memkyzuq'),
(261, 'Oap'),
(521, 'Lws'),
(407, 'Ujljhpcvfv'),
(316, 'Brvpllxq'),
(600, 'Jwpfdelkae'),
(502, 'Cgtdsrylurwuu'),
(612, 'Anhwbhv'),
(336, 'Ozuy'),
(309, 'Umrfjxhtyhb'),
(91, 'Bmqdmfncw'),
(510, 'Hmyumgi'),
(650, 'Qsu'),
(986, 'Mzv'),
(402, 'Wqw'),
(907, 'Rjhh'),
(106, 'Axkya'),
(952, 'Cqzb'),
(725, 'Zalagdegyucgi'),
(719, 'Zqiequ'),
(528, 'Qncjuvmkepx'),
(899, 'Vutf'),
(78, 'Wg'),
(277, 'Yoqlyjwaevj'),
(33, 'Bfndcva'),
(76, 'Tgpryysoirfq'),
(954, 'Vdaoeotq'),
(219, 'Kflkj'),
(866, 'Fifnu'),
(675, 'Bz'),
(38, 'Hjrpjnablsecl'),
(140, 'Hdqxmnvftqpba'),
(297, 'Rynwglxlrrmdw'),
(491, 'Kginnbzcutl'),
(173, 'Qgoldeskzxsn'),
(731, 'Awspozix'),
(164, 'Pwlrmrto'),
(533, 'Yvfyivtagfyji'),
(163, 'Ld'),
(517, 'Rivvil'),
(807, 'Okxfvu'),
(685, 'Kbkbw'),
(212, 'Vvh'),
(459, 'Glyqzmsgxxlhu'),
(917, 'Cbikozqnaf'),
(267, 'Jpx'),
(146, 'Cssfcsqhu'),
(778, 'Fgrraumaocxa'),
(167, 'Awsxnngl'),
(752, 'Joxidxgrqopf'),
(59, 'Mrhtlmensecuf'),
(755, 'Masumdakdt'),
(124, 'Qdzu'),
(820, 'Hcifeqpsf'),
(413, 'Wwb'),
(480, 'Bwofgvhvk'),
(386, 'Iefcdvvua'),
(445, 'Occwhe'),
(100, 'Xvcoifiadag'),
(570, 'Nbovqmxonpf'),
(962, 'Vzao'),
(266, 'Fkvyz'),
(166, 'Vdeigbbn'),
(663, 'Bay'),
(211, 'Bjp'),
(568, 'Jh'),
(212, 'Nbiip'),
(203, 'Rdidc'),
(222, 'Htgki'),
(185, 'Ioae'),
(774, 'Hsnsrisybvznh'),
(232, 'Qfigrznzb'),
(668, 'Tp'),
(448, 'Jevblkeq'),
(415, 'Uhctywymse'),
(12, 'Atepjxui'),
(622, 'Gvxgshn'),
(743, 'Dzafwrnq'),
(959, 'Uwyjeeak'),
(803, 'Whqwzfdqrwgvh'),
(273, 'Bwkosq'),
(122, 'Hb'),
(673, 'Eui'),
(385, 'Muipw'),
(154, 'Mhsdg'),
(800, 'Vooxbinnbgc'),
(958, 'Abdmxfvs'),
(909, 'Sloysjuelkywy'),
(59, 'Ryjmaetnm'),
(967, 'Vzl'),
(488, 'Jawdg'),
(110, 'Usaribzjuyw'),
(24, 'Usw'),
(567, 'Od'),
(142, 'Tufshksvh'),
(654, 'Aykeypoxksj'),
(754, 'Fixibhen'),
(271, 'Bvwvyzdtqxp'),
(297, 'Vqzicovyi'),
(560, 'Zddgp'),
(4, 'Fxufbiejqcb'),
(378, 'Afescbtmvato'),
(38, 'Ruqymbddn'),
(933, 'Wloznncfpdq'),
(443, 'Dltrolbmimd'),
(84, 'Pbaxxbnepqdtj'),
(1, 'Fgpijzgmv'),
(199, 'Hwnnpxqnz'),
(655, 'Iiehuxak'),
(875, 'Wqcnbwcfjm'),
(365, 'Tfsq'),
(820, 'Dggkoujfdml'),
(541, 'Giuy'),
(28, 'Gcvsjxolfvn'),
(208, 'Rattrtasvh'),
(785, 'Xwjruxntzedu'),
(702, 'Wizotqdbltzl'),
(781, 'Yxd'),
(46, 'Ogcqsakv'),
(341, 'Kutwulat'),
(255, 'Bhcqu'),
(140, 'Dzwkpppyfhvl'),
(62, 'Oylcufs'),
(796, 'Joebrj'),
(939, 'Qjwcdhu'),
(314, 'Mgagfxpgsfz'),
(588, 'Cp'),
(692, 'Skcrcnuwzpkgk'),
(748, 'Eipjliew'),
(616, 'Iwrgvlm'),
(473, 'Rgkagjck'),
(606, 'Nwhg'),
(231, 'Grcb'),
(682, 'Numbme'),
(658, 'Mjulnfx'),
(764, 'Pagnmvfigth'),
(391, 'Jyfxxvcj'),
(597, 'Zwvfpjsprjac'),
(881, 'Lqgbf'),
(904, 'Ani'),
(400, 'Gr'),
(459, 'Hudpbzzcnr'),
(170, 'Nciexes'),
(203, 'Xwufnek'),
(313, 'Tfynk'),
(11, 'Brilbbz'),
(758, 'Ysbeqfrwsvape'),
(447, 'Kgibtkfoinjx'),
(707, 'Dxtjzo'),
(727, 'Nwduois'),
(602, 'Sjaqlhggz'),
(347, 'Tltlvfjrlzim'),
(716, 'Obrxxzalqcr'),
(20, 'Vt'),
(457, 'Nonjs'),
(315, 'Ucsogaclaynmc'),
(233, 'Uaboeqbgp'),
(353, 'Du'),
(178, 'Ysrj'),
(481, 'Pajezu'),
(128, 'Mmiatsu'),
(419, 'Okv'),
(930, 'Tffeguuhgjsgz'),
(689, 'Ec'),
(245, 'Eiibu'),
(478, 'Zumvrv'),
(991, 'Zmido'),
(670, 'Qppnpnv'),
(888, 'Gygnuc'),
(699, 'Nqfetqpq'),
(758, 'Ziu'),
(330, 'Npffyo'),
(107, 'Uxnxwc'),
(399, 'Rxgjsmcfrfqr'),
(314, 'Dkiorg'),
(545, 'Leaux'),
(76, 'Bsmvkndvoi'),
(423, 'Pczxjvbioetik'),
(152, 'Hlbnbmxxsqsle'),
(692, 'Plqbeupvt'),
(766, 'Vafexqvrqwwu'),
(997, 'Paviicnpsw'),
(411, 'Kaxe'),
(270, 'Ofp'),
(150, 'Xlih'),
(50, 'Gnjns'),
(541, 'Tgvdsobkylqz'),
(290, 'Mptqzpoz'),
(889, 'Trwswl'),
(586, 'Tbclvaqrsw'),
(275, 'Gbewptaknlg'),
(823, 'Yldl'),
(421, 'Isjkyawmprsep'),
(952, 'Qdyd'),
(851, 'Wbi'),
(555, 'Lko'),
(562, 'Vhwcpe'),
(993, 'Qiiarjknywx'),
(338, 'Wkgopauz'),
(987, 'Abaq'),
(556, 'Unhpqfmr'),
(474, 'Ceasasngx'),
(981, 'Mmhhy'),
(90, 'Nnc'),
(279, 'Wudym'),
(530, 'Gebnspvoxgp'),
(764, 'Rth'),
(987, 'Oegsipqotvq'),
(707, 'Qvemavi'),
(280, 'Nepc'),
(670, 'Owvjxuxdz'),
(793, 'Swsbvvmgog'),
(516, 'Hbyqgxhfrtkaa'),
(402, 'Dpdfcoulejnh'),
(776, 'Ffohpwgyc'),
(130, 'Wbc'),
(404, 'Cunjplm'),
(324, 'Uwfn'),
(236, 'Clukg'),
(479, 'Akvacivnq'),
(787, 'Vbyckqtib'),
(509, 'Utamog'),
(930, 'Rwydaijqsij'),
(401, 'Ifopgqmk'),
(549, 'Cl'),
(111, 'Ekqciqo'),
(616, 'Zxtb'),
(695, 'Lnaxtiyccbo'),
(663, 'Kidifwbfwxnts'),
(681, 'Xrab'),
(151, 'Cozsnzynt'),
(294, 'Dnh'),
(335, 'Oxddj'),
(946, 'Muasu'),
(161, 'Mwvhsofnh'),
(504, 'Pqgowxudvexni'),
(818, 'Eq'),
(550, 'Smkvl'),
(245, 'Jmk'),
(572, 'Vhmkpa'),
(471, 'Bfheofpepgnf'),
(255, 'Krdlddpbxfl'),
(779, 'Qm'),
(769, 'Pemvptc'),
(679, 'Phpqgncubsmf'),
(144, 'Iwchekrxq'),
(135, 'Fztig'),
(835, 'Zztsivsya'),
(790, 'Mwmlw'),
(309, 'Nefbzxphmwfc'),
(58, 'Baetkdgser'),
(645, 'Ivpmelivgu'),
(563, 'Wnbwnfxqdhv'),
(730, 'Dtcxcleldjuh'),
(688, 'Qeoe'),
(288, 'Xpplispkodjvl'),
(602, 'Mhuriwqrhijs'),
(753, 'Xmohpfqh'),
(739, 'Xeh'),
(224, 'Coevxt'),
(882, 'Nuqffltlaycwu'),
(87, 'Mbxo'),
(312, 'Snhcmzvfmpt'),
(559, 'Vguyflqrmbls'),
(739, 'Crcyk'),
(394, 'Uzzqxqtmwucm'),
(133, 'Uup'),
(877, 'Mewdbsnj'),
(678, 'Wpzzr'),
(695, 'Vnhdglting'),
(357, 'Jerpxy'),
(641, 'Tbmab'),
(239, 'Vhmhpleizit'),
(705, 'Wcxph'),
(741, 'Agpag'),
(814, 'Tkgttgphcuku'),
(642, 'Bj'),
(361, 'Mhjrcpnnasbs'),
(917, 'Vuwzhmakehrlz'),
(188, 'Bqanboj'),
(966, 'Iewhlixn'),
(212, 'Uj'),
(306, 'Guo'),
(58, 'Tyubbdcsxlad'),
(143, 'Dtd'),
(609, 'Ohbrzsadbfbw'),
(1000, 'Wengtibzgtr'),
(558, 'Ywyikt')
---- LISTITEMS ----
(207, 388, 8, 2),
(881, 744, 2, 1),
(286, 370, 15, 10),
(935, 737, 7, 4),
(940, 694, 7, 3),
(215, 742, 3, 3),
(104, 37, 10, 1),
(966, 151, 10, 3),
(405, 253, 6, 3),
(199, 237, 17, 10),
(428, 490, 15, 8),
(943, 495, 13, 5),
(801, 648, 7, 1),
(354, 151, 15, 6),
(695, 987, 5, 2),
(737, 788, 11, 5),
(256, 143, 7, 6),
(44, 727, 6, 5),
(862, 913, 2, 1),
(220, 553, 8, 8),
(185, 405, 16, 8),
(432, 977, 11, 5),
(451, 751, 9, 1),
(142, 549, 6, 2),
(143, 627, 5, 3),
(787, 961, 13, 5),
(242, 86, 11, 8),
(793, 689, 9, 3),
(284, 854, 13, 8),
(800, 405, 10, 7),
(276, 150, 10, 7),
(569, 753, 7, 4),
(424, 637, 6, 1),
(78, 949, 8, 8),
(344, 268, 4, 4),
(16, 676, 9, 3),
(307, 794, 8, 3),
(837, 68, 4, 1),
(225, 866, 12, 9),
(266, 591, 4, 1),
(543, 626, 15, 9),
(762, 267, 12, 7),
(309, 27, 15, 9),
(407, 605, 13, 6),
(308, 397, 10, 1),
(137, 259, 13, 5),
(363, 430, 14, 10),
(524, 495, 6, 5),
(717, 793, 5, 2),
(513, 737, 15, 7),
(428, 289, 15, 7),
(659, 391, 4, 2),
(787, 263, 8, 1),
(667, 603, 8, 7),
(28, 523, 3, 2),
(664, 709, 8, 2),
(272, 866, 11, 5),
(901, 35, 19, 10),
(40, 247, 14, 9),
(126, 826, 9, 4),
(434, 61, 5, 1),
(93, 70, 12, 8),
(577, 922, 11, 10),
(816, 646, 15, 8),
(270, 992, 3, 2),
(612, 418, 16, 8),
(100, 901, 10, 5),
(738, 543, 15, 10),
(616, 863, 9, 9),
(659, 179, 7, 5),
(286, 573, 10, 2),
(916, 502, 5, 2),
(862, 191, 17, 10),
(553, 989, 4, 2),
(872, 751, 13, 7),
(274, 55, 6, 6),
(298, 927, 10, 10),
(563, 587, 9, 9),
(661, 109, 9, 6),
(755, 970, 12, 3),
(257, 422, 4, 4),
(701, 578, 8, 3),
(999, 994, 9, 9),
(540, 971, 4, 1),
(637, 5, 16, 10),
(807, 318, 13, 4),
(439, 353, 10, 8),
(499, 390, 13, 4),
(31, 169, 14, 7),
(323, 6, 6, 5),
(195, 35, 10, 6),
(563, 22, 6, 5),
(107, 518, 10, 5),
(362, 621, 12, 8),
(285, 666, 10, 5),
(458, 531, 8, 5),
(496, 118, 6, 3),
(512, 647, 16, 7),
(207, 188, 3, 2),
(908, 618, 7, 2),
(58, 307, 11, 10),
(211, 831, 6, 2),
(894, 248, 10, 7),
(470, 410, 11, 8),
(89, 985, 11, 4),
(464, 833, 8, 6),
(871, 565, 7, 7),
(404, 616, 12, 6),
(517, 781, 6, 1),
(893, 723, 12, 6),
(149, 328, 15, 6),
(979, 355, 7, 7),
(370, 752, 14, 6),
(501, 331, 11, 4),
(676, 519, 10, 9),
(766, 40, 16, 7),
(67, 725, 12, 8),
(735, 994, 17, 10),
(173, 615, 5, 5),
(8, 338, 10, 6),
(42, 454, 15, 9),
(143, 370, 8, 4),
(502, 809, 9, 9),
(803, 129, 5, 1),
(328, 158, 9, 3),
(993, 719, 6, 3),
(554, 268, 13, 5),
(777, 862, 11, 5),
(288, 88, 9, 1),
(373, 836, 4, 4),
(65, 786, 16, 9),
(152, 356, 9, 8),
(90, 214, 11, 9),
(901, 861, 10, 5),
(56, 179, 9, 5),
(822, 42, 3, 2),
(880, 181, 4, 2),
(37, 552, 2, 1),
(822, 696, 11, 4),
(539, 618, 4, 3),
(28, 819, 16, 9),
(211, 507, 14, 10),
(351, 658, 10, 4),
(627, 281, 14, 7),
(153, 528, 13, 5),
(598, 365, 3, 1),
(154, 17, 16, 9),
(886, 923, 15, 10),
(220, 611, 3, 2),
(500, 500, 3, 3),
(749, 888, 10, 6),
(209, 542, 10, 1),
(464, 329, 2, 1),
(822, 857, 10, 1),
(60, 50, 13, 10),
(551, 324, 6, 4),
(955, 663, 5, 4),
(619, 438, 16, 7),
(178, 766, 8, 6),
(475, 468, 2, 2),
(545, 449, 5, 1),
(102, 941, 13, 8),
(936, 603, 15, 6),
(660, 573, 7, 1),
(711, 358, 13, 7),
(174, 647, 6, 6),
(909, 181, 11, 2),
(211, 954, 12, 4),
(588, 403, 10, 8),
(490, 677, 6, 3),
(200, 566, 15, 10),
(319, 718, 4, 3),
(249, 648, 12, 5),
(15, 50, 17, 9),
(783, 92, 3, 3),
(991, 785, 11, 2),
(363, 20, 11, 4),
(248, 57, 11, 3),
(553, 266, 11, 4),
(98, 292, 4, 3),
(447, 387, 15, 8),
(485, 388, 5, 4),
(179, 373, 11, 2),
(435, 819, 5, 3),
(579, 949, 6, 2),
(343, 792, 11, 7),
(977, 878, 7, 7),
(808, 302, 8, 6),
(631, 425, 7, 1),
(834, 164, 3, 3),
(293, 103, 5, 2),
(743, 133, 4, 2),
(411, 506, 7, 4),
(504, 61, 9, 6),
(942, 434, 8, 7),
(306, 944, 2, 1),
(864, 131, 16, 9),
(697, 148, 12, 6),
(172, 905, 6, 2),
(125, 456, 13, 7),
(284, 492, 9, 7),
(331, 870, 4, 2),
(324, 103, 12, 7),
(345, 884, 13, 5),
(236, 753, 15, 8),
(237, 24, 13, 4),
(594, 824, 14, 7),
(976, 392, 10, 5),
(60, 353, 8, 7),
(694, 280, 10, 9),
(691, 841, 5, 5),
(425, 203, 10, 8),
(828, 234, 10, 4),
(359, 45, 16, 10),
(174, 534, 6, 1),
(294, 215, 12, 3),
(237, 823, 8, 3),
(101, 97, 3, 1),
(633, 415, 8, 5),
(887, 721, 12, 7),
(153, 253, 10, 10),
(690, 906, 17, 10),
(292, 193, 15, 8),
(125, 943, 16, 10),
(865, 377, 9, 2),
(273, 921, 11, 2),
(412, 207, 13, 4),
(630, 63, 19, 10),
(370, 367, 15, 10),
(54, 91, 4, 4),
(126, 302, 15, 6),
(830, 154, 10, 4),
(978, 707, 15, 9),
(546, 997, 11, 5),
(804, 259, 3, 1),
(61, 294, 8, 8),
(554, 220, 13, 10),
(482, 924, 9, 7),
(988, 889, 17, 8),
(616, 703, 11, 9),
(872, 317, 12, 5),
(423, 869, 9, 4),
(213, 40, 15, 8),
(902, 677, 17, 9),
(927, 280, 9, 5),
(270, 486, 10, 3),
(655, 117, 1, 1),
(840, 854, 16, 7),
(69, 62, 11, 3),
(14, 601, 11, 9),
(879, 180, 6, 6),
(547, 376, 5, 5),
(320, 348, 4, 1),
(555, 116, 11, 9),
(102, 983, 8, 2),
(432, 976, 11, 5),
(199, 264, 9, 4),
(732, 562, 13, 8),
(476, 679, 10, 5),
(962, 658, 17, 9),
(896, 274, 10, 3),
(688, 251, 12, 8),
(52, 107, 10, 5),
(98, 622, 7, 7),
(154, 432, 10, 1),
(890, 113, 8, 7),
(375, 533, 16, 9),
(784, 362, 10, 7),
(673, 931, 8, 6),
(559, 491, 12, 7),
(129, 979, 12, 6),
(115, 253, 14, 8),
(662, 947, 3, 1),
(649, 923, 15, 9),
(718, 322, 13, 5),
(656, 548, 10, 7),
(144, 912, 2, 1),
(871, 757, 6, 5),
(150, 28, 5, 2),
(275, 520, 16, 9),
(680, 250, 8, 2),
(215, 852, 14, 8),
(962, 43, 5, 4),
(983, 173, 7, 6),
(33, 937, 13, 8),
(769, 836, 10, 4),
(893, 400, 14, 9),
(38, 308, 12, 4),
(477, 767, 14, 7),
(23, 572, 12, 9),
(693, 156, 18, 10),
(85, 840, 14, 6),
(658, 116, 6, 4),
(874, 114, 10, 7),
(510, 996, 5, 5),
(282, 788, 12, 10),
(359, 304, 13, 5),
(311, 654, 9, 3),
(949, 587, 12, 9),
(635, 380, 11, 9),
(268, 922, 17, 10),
(798, 161, 14, 10),
(26, 710, 5, 4),
(495, 93, 4, 4),
(282, 366, 5, 3),
(773, 843, 10, 3),
(2, 188, 10, 2),
(186, 241, 12, 7),
(906, 336, 4, 1),
(207, 51, 12, 10),
(313, 589, 6, 5),
(985, 436, 11, 8),
(319, 310, 9, 4),
(228, 190, 9, 1),
(750, 613, 10, 9),
(325, 240, 19, 10),
(108, 315, 14, 8),
(28, 802, 10, 3),
(904, 293, 10, 2),
(285, 863, 11, 7),
(545, 77, 1, 1),
(571, 70, 9, 2),
(209, 113, 1, 1),
(277, 996, 14, 9),
(415, 294, 10, 3),
(468, 732, 12, 10),
(507, 431, 7, 2),
(3, 373, 10, 7),
(300, 469, 1, 1),
(347, 551, 11, 10),
(311, 347, 8, 6),
(230, 352, 7, 5),
(469, 23, 13, 9),
(19, 406, 9, 4),
(776, 799, 4, 2),
(338, 516, 10, 5),
(84, 5, 8, 8),
(727, 956, 7, 5),
(564, 866, 5, 1),
(708, 793, 15, 8),
(154, 264, 11, 6),
(338, 194, 5, 3),
(709, 180, 14, 8),
(144, 67, 10, 2),
(769, 189, 11, 6),
(913, 767, 9, 3),
(557, 108, 7, 1),
(187, 636, 6, 4),
(768, 811, 10, 10),
(186, 591, 10, 1),
(883, 364, 15, 8),
(479, 700, 10, 9),
(176, 882, 18, 10),
(245, 282, 19, 10),
(241, 939, 10, 5),
(690, 725, 17, 9),
(841, 156, 7, 4),
(472, 128, 4, 2),
(398, 550, 8, 3),
(301, 669, 9, 5),
(643, 165, 15, 8),
(364, 93, 15, 6),
(405, 976, 17, 8),
(613, 280, 18, 10),
(658, 672, 5, 3),
(484, 872, 16, 10),
(323, 821, 7, 4),
(719, 877, 7, 1),
(598, 390, 11, 10),
(286, 529, 6, 5),
(50, 10, 6, 5),
(372, 704, 13, 8),
(746, 693, 9, 7),
(209, 524, 14, 10),
(971, 371, 13, 7),
(874, 745, 9, 8),
(663, 428, 5, 3),
(65, 68, 4, 3),
(279, 97, 4, 1),
(656, 905, 11, 5),
(340, 161, 12, 5),
(429, 511, 18, 10),
(740, 368, 9, 2),
(595, 529, 18, 9),
(829, 799, 9, 4),
(285, 562, 16, 10),
(829, 346, 11, 8),
(652, 314, 14, 5),
(776, 26, 6, 2),
(774, 290, 4, 4),
(166, 237, 8, 3),
(665, 607, 9, 9),
(62, 940, 7, 3),
(48, 11, 10, 7),
(75, 274, 13, 8),
(212, 432, 8, 3),
(863, 184, 8, 6),
(879, 849, 16, 10),
(901, 93, 17, 10),
(498, 936, 5, 2),
(44, 232, 8, 4),
(648, 680, 5, 1),
(888, 923, 10, 10),
(100, 955, 13, 8),
(323, 445, 13, 9),
(49, 805, 17, 9),
(538, 856, 7, 4),
(371, 205, 15, 9),
(614, 319, 16, 10),
(618, 886, 17, 10),
(774, 253, 16, 8),
(376, 12, 14, 7),
(213, 914, 12, 7),
(47, 792, 6, 3),
(595, 752, 13, 4),
(469, 76, 12, 6),
(964, 978, 9, 1),
(833, 362, 10, 4),
(844, 821, 5, 3),
(2, 876, 6, 5),
(625, 413, 13, 5),
(239, 823, 8, 8),
(490, 828, 7, 6),
(319, 409, 4, 3),
(875, 711, 3, 1),
(46, 922, 13, 4),
(596, 22, 17, 10),
(983, 829, 9, 2),
(106, 584, 6, 6),
(486, 559, 13, 6),
(139, 947, 3, 1),
(101, 634, 9, 8),
(259, 682, 7, 1),
(217, 624, 9, 8),
(912, 486, 11, 5),
(119, 425, 4, 1),
(923, 16, 14, 7),
(678, 122, 11, 5),
(762, 418, 10, 8),
(150, 417, 8, 2),
(502, 633, 9, 1),
(345, 890, 11, 7),
(443, 431, 10, 10),
(828, 9, 7, 3),
(710, 699, 10, 2),
(987, 134, 5, 2),
(289, 84, 11, 9),
(384, 838, 14, 10),
(793, 347, 17, 10),
(101, 772, 8, 8),
(215, 41, 9, 1),
(538, 346, 8, 3),
(662, 218, 11, 8),
(736, 15, 12, 7),
(628, 432, 10, 9),
(126, 236, 12, 7),
(196, 859, 12, 9),
(837, 769, 11, 7),
(630, 30, 17, 8),
(769, 42, 8, 3),
(238, 15, 13, 4),
(858, 578, 12, 3),
(893, 689, 12, 8),
(601, 980, 8, 7),
(655, 256, 5, 2),
(383, 30, 18, 10),
(859, 229, 9, 5),
(848, 259, 9, 8),
(661, 74, 8, 8),
(319, 410, 12, 7),
(679, 509, 6, 3),
(223, 376, 5, 1),
(474, 836, 8, 7),
(984, 800, 11, 5),
(912, 98, 9, 8),
(780, 401, 12, 10),
(960, 646, 13, 7),
(661, 709, 13, 8),
(90, 685, 11, 10),
(354, 795, 13, 5),
(26, 784, 9, 7),
(468, 638, 9, 4),
(583, 362, 8, 6),
(572, 393, 13, 9),
(802, 115, 13, 5),
(104, 988, 18, 10),
(586, 306, 4, 4),
(791, 376, 11, 3),
(798, 633, 5, 4),
(664, 936, 7, 7),
(696, 842, 7, 3),
(84, 786, 14, 7),
(145, 72, 15, 7),
(537, 231, 6, 4),
(731, 264, 10, 8),
(757, 645, 10, 8),
(509, 984, 10, 1),
(609, 670, 10, 7),
(606, 910, 13, 4),
(318, 374, 12, 6),
(223, 68, 9, 2),
(487, 629, 5, 5),
(508, 51, 8, 6),
(248, 888, 14, 9),
(466, 424, 7, 6),
(880, 380, 10, 4),
(706, 938, 11, 3),
(467, 370, 7, 5),
(724, 548, 10, 7),
(987, 178, 5, 2),
(434, 125, 9, 8),
(112, 653, 11, 6),
(901, 329, 12, 8),
(373, 982, 14, 6),
(740, 697, 7, 5),
(152, 764, 13, 6),
(649, 475, 15, 10),
(789, 931, 12, 10),
(892, 781, 6, 6),
(836, 89, 6, 4),
(258, 491, 15, 10),
(292, 610, 15, 8),
(327, 333, 4, 4),
(795, 866, 6, 4),
(789, 384, 12, 3),
(640, 29, 12, 6),
(98, 636, 8, 8),
(905, 849, 12, 5),
(275, 941, 16, 7),
(337, 112, 13, 10),
(688, 836, 8, 5),
(542, 867, 15, 9),
(723, 262, 14, 5),
(847, 504, 10, 10),
(518, 183, 8, 7),
(305, 448, 14, 9),
(360, 626, 5, 1),
(345, 259, 14, 9),
(82, 276, 7, 3),
(728, 389, 14, 8),
(581, 466, 12, 10),
(111, 709, 10, 10),
(396, 886, 10, 6),
(659, 370, 5, 2),
(912, 375, 7, 3),
(159, 939, 4, 3),
(742, 390, 11, 10),
(535, 596, 19, 10),
(534, 134, 13, 9),
(674, 518, 8, 5),
(918, 682, 14, 10),
(211, 25, 13, 9),
(66, 206, 13, 10),
(788, 937, 10, 4),
(44, 67, 12, 8),
(176, 801, 10, 3),
(715, 48, 10, 8),
(997, 263, 7, 4),
(738, 472, 12, 8),
(610, 994, 5, 4),
(277, 475, 14, 9),
(906, 146, 9, 1),
(48, 480, 5, 2),
(67, 456, 13, 4),
(319, 636, 16, 9),
(71, 772, 4, 4),
(876, 299, 12, 9),
(186, 35, 3, 3),
(367, 313, 13, 8),
(962, 481, 14, 6),
(201, 391, 11, 5),
(551, 435, 3, 1),
(501, 282, 6, 2),
(536, 199, 12, 10),
(735, 403, 5, 2),
(618, 272, 3, 2),
(695, 407, 7, 3),
(886, 721, 17, 10),
(516, 346, 6, 5),
(112, 44, 4, 3),
(261, 269, 13, 9),
(786, 940, 14, 10),
(335, 311, 5, 1),
(457, 422, 11, 6),
(21, 711, 9, 2),
(59, 639, 8, 5),
(461, 736, 12, 8),
(717, 748, 11, 4),
(268, 375, 17, 9),
(748, 958, 7, 7),
(15, 847, 12, 7),
(137, 586, 8, 2),
(185, 282, 12, 3),
(779, 737, 11, 4),
(819, 377, 14, 9),
(401, 939, 12, 6),
(958, 138, 6, 2),
(986, 321, 14, 6),
(797, 546, 16, 8),
(713, 871, 2, 2),
(795, 674, 6, 1),
(73, 146, 13, 7),
(123, 741, 8, 2),
(179, 960, 5, 4),
(104, 700, 17, 9),
(171, 893, 11, 6),
(510, 430, 10, 10),
(873, 887, 9, 5),
(497, 910, 9, 2),
(542, 177, 5, 4),
(982, 563, 9, 6),
(228, 904, 17, 8),
(730, 347, 5, 4),
(125, 594, 16, 10),
(683, 609, 14, 5),
(684, 291, 16, 10),
(418, 56, 11, 9),
(566, 313, 13, 9),
(705, 805, 16, 8),
(504, 268, 8, 8),
(880, 586, 17, 8),
(434, 37, 6, 2),
(466, 677, 2, 1),
(373, 38, 11, 5),
(713, 362, 11, 9),
(194, 431, 9, 2),
(12, 908, 12, 4),
(346, 911, 12, 7),
(17, 424, 3, 3),
(444, 826, 12, 3),
(474, 188, 10, 4),
(911, 14, 15, 6),
(116, 626, 16, 10),
(767, 647, 14, 7),
(3, 271, 5, 3),
(358, 244, 6, 1),
(595, 392, 6, 3),
(574, 31, 4, 2),
(436, 746, 8, 3),
(855, 753, 4, 4),
(728, 495, 11, 4),
(642, 913, 16, 9),
(965, 958, 12, 8),
(291, 376, 15, 9),
(644, 814, 5, 5),
(385, 901, 6, 5),
(671, 255, 11, 9),
(548, 880, 8, 8),
(997, 992, 17, 8),
(935, 833, 10, 4),
(294, 480, 9, 1),
(490, 622, 16, 9),
(875, 422, 8, 8),
(909, 994, 12, 9),
(954, 586, 13, 9),
(344, 835, 6, 6),
(382, 383, 17, 8),
(468, 381, 9, 5),
(779, 850, 10, 5),
(146, 834, 17, 10),
(77, 294, 14, 6),
(858, 591, 9, 1),
(975, 36, 19, 10),
(498, 957, 13, 7),
(25, 737, 7, 3),
(207, 231, 16, 9),
(857, 461, 18, 9),
(433, 558, 19, 10),
(736, 155, 17, 9),
(438, 65, 16, 9),
(358, 109, 9, 1),
(717, 215, 3, 2),
(503, 515, 14, 5),
(699, 251, 12, 10),
(640, 135, 6, 3),
(887, 196, 15, 10),
(488, 832, 9, 9),
(47, 949, 7, 5),
(507, 1000, 5, 3),
(595, 863, 5, 1),
(483, 617, 9, 7),
(774, 997, 14, 7),
(92, 968, 11, 4),
(317, 152, 13, 10),
(408, 473, 12, 8),
(567, 576, 10, 4),
(277, 92, 13, 9),
(617, 854, 12, 6),
(377, 881, 6, 3),
(209, 114, 6, 4),
(681, 361, 4, 4),
(981, 283, 10, 5),
(712, 895, 12, 4),
(592, 436, 9, 3),
(883, 637, 6, 3),
(479, 298, 16, 7),
(491, 821, 4, 1),
(599, 809, 14, 10),
(722, 675, 8, 1),
(545, 50, 12, 3),
(65, 444, 15, 10),
(886, 4, 8, 2),
(521, 325, 10, 6),
(429, 97, 18, 10),
(511, 227, 10, 8),
(510, 948, 14, 8),
